Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Structure
BeGeN2,Orthorhombic,Pna2_1,33,16,0,-0.80184,TRUE,147.495,4.93858,3.3941,TRUE,FALSE,NM,0,1.240779,9.733288,4.439294,"# generated using pymatgen
  data_BeGeN2
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 5.14952454
  _cell_length_b 5.91386655
  _cell_length_c 4.84326978
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 90.00000000
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BeGeN2
  _chemical_formula_sum 'Be4 Ge4 N8'
  _cell_volume 147.49500505
  _cell_formula_units_Z 4
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Be Be0 1 0.58017074 0.87486892 0.99015074 1
  Be Be1 1 0.41982926 0.12513108 0.49015074 1
  Be Be2 1 0.91982926 0.37486892 0.49015074 1
  Be Be3 1 0.08017074 0.62513108 0.99015074 1
  Ge Ge4 1 0.59032699 0.37548890 0.99068275 1
  Ge Ge5 1 0.40967301 0.62451110 0.49068275 1
  Ge Ge6 1 0.90967301 0.87548890 0.49068275 1
  Ge Ge7 1 0.09032699 0.12451110 0.99068275 1
  N N8 1 0.58917315 0.36750124 0.37645440 1
  N N9 1 0.41082685 0.63249876 0.87645440 1
  N N10 1 0.91082685 0.86750124 0.87645440 1
  N N11 1 0.08917315 0.13249876 0.37645440 1
  N N12 1 0.57350746 0.88285610 0.35671012 1
  N N13 1 0.42649254 0.11714390 0.85671012 1
  N N14 1 0.92649254 0.38285610 0.85671012 1
  N N15 1 0.07350746 0.61714390 0.35671012 1"
Bi(BO2)3,Monoclinic,C2,5,10,0.018676,-2.57099,FALSE,112.8841,4.963342,3.8438,FALSE,FALSE,NM,0,1.162283,8.651606,5.219471,"# generated using pymatgen
  data_Bi(BO2)3
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 4.35472035
  _cell_length_b 4.35782594
  _cell_length_c 6.52786236
  _cell_angle_alpha 77.90492470
  _cell_angle_beta 77.69264664
  _cell_angle_gamma 70.63737784
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Bi(BO2)3
  _chemical_formula_sum 'Bi1 B3 O6'
  _cell_volume 112.88405433
  _cell_formula_units_Z 1
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Bi Bi0 1 0.91857271 0.04868801 0.04072588 1
  B B1 1 0.62353185 0.34051710 0.54211846 1
  B B2 1 0.22105430 0.24564346 0.34639003 1
  B B3 1 0.71999798 0.74384109 0.73686362 1
  O O4 1 0.30963794 0.35988825 0.49314393 1
  O O5 1 0.60385648 0.65439805 0.59133630 1
  O O6 1 0.70830123 0.07247252 0.72509703 1
  O O7 1 0.89269754 0.25502379 0.35858794 1
  O O8 1 0.40743182 0.13977975 0.16317826 1
  O O9 1 0.82931715 0.55834799 0.91866055 1"
Bi2WO6,Orthorhombic,Aea2,41,18,0.00045,-1.96424,FALSE,249.4697,9.289459,1.909,FALSE,FALSE,NM,0,5.697979,45.47529,39.17789,"# generated using pymatgen
  data_Bi2WO6
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 8.72013079
  _cell_length_b 8.72013079
  _cell_length_c 5.48711112
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 143.28039872
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Bi2WO6
  _chemical_formula_sum 'Bi4 W2 O12'
  _cell_volume 249.46973954
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Bi Bi0 1 0.28763567 0.63428889 0.02362751 1
  Bi Bi1 1 0.63428889 0.28763567 0.97637249 1
  Bi Bi2 1 0.78763567 0.13428889 0.47637249 1
  Bi Bi3 1 0.13428889 0.78763567 0.52362751 1
  W W4 1 0.49367061 0.49367061 0.50000000 1
  W W5 1 0.99367061 0.99367061 0.00000000 1
  O O6 1 0.45678004 0.67206075 0.41903716 1
  O O7 1 0.67206075 0.45678004 0.58096284 1
  O O8 1 0.95678004 0.17206075 0.08096284 1
  O O9 1 0.17206075 0.95678004 0.91903716 1
  O O10 1 0.80401041 0.76080697 0.24442723 1
  O O11 1 0.76080697 0.80401041 0.75557277 1
  O O12 1 0.99091452 0.48983213 0.76224440 1
  O O13 1 0.48983213 0.99091452 0.23775560 1
  O O14 1 0.49091452 0.98983213 0.73775560 1
  O O15 1 0.98983213 0.49091452 0.26224440 1
  O O16 1 0.26080697 0.30401041 0.74442723 1
  O O17 1 0.30401041 0.26080697 0.25557277 1"
BiB2O4F,Trigonal,P3_2,145,24,0.000732,-2.6225,FALSE,260.8869,5.98814,4.1919,FALSE,FALSE,NM,0.000653,2.03954,14.45327,10.61924,"# generated using pymatgen
  data_BiB2O4F
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 6.79458953
  _cell_length_b 6.79458953
  _cell_length_c 6.52522000
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 119.99999538
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural BiB2O4F
  _chemical_formula_sum 'Bi3 B6 O12 F3'
  _cell_volume 260.88689328
  _cell_formula_units_Z 3
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Bi Bi0 1 0.23448500 0.29345500 0.78488700 1
  Bi Bi1 1 0.05897000 0.76551500 0.11822100 1
  Bi Bi2 1 0.70654500 0.94103000 0.45155400 1
  B B3 1 0.76388500 0.31095300 0.78391800 1
  B B4 1 0.68471600 0.95576400 0.99982000 1
  B B5 1 0.54706800 0.23611500 0.11725100 1
  B B6 1 0.27104800 0.31528400 0.33315400 1
  B B7 1 0.68904700 0.45293200 0.45058500 1
  B B8 1 0.04423600 0.72895200 0.66648700 1
  O O9 1 0.31477400 0.17802200 0.18518200 1
  O O10 1 0.97896400 0.53568000 0.80979800 1
  O O11 1 0.70220500 0.27633900 0.56750600 1
  O O12 1 0.72366100 0.42586600 0.23417300 1
  O O13 1 0.46432000 0.44328400 0.47646500 1
  O O14 1 0.82197800 0.13675200 0.85184900 1
  O O15 1 0.10885400 0.92278300 0.80232200 1
  O O16 1 0.55671600 0.02103600 0.14313200 1
  O O17 1 0.81392800 0.89114600 0.13565500 1
  O O18 1 0.86324800 0.68522600 0.51851500 1
  O O19 1 0.57413400 0.29779500 0.90083900 1
  O O20 1 0.07721700 0.18607200 0.46898900 1
  F F21 1 0.23576800 0.47482400 0.20930000 1
  F F22 1 0.52517600 0.76094500 0.87596700 1
  F F23 1 0.23905500 0.76423200 0.54263300 1"
CIN,Trigonal,R3m,160,3,0.397626,0.28411,FALSE,93.00957,2.730179,4.3987,FALSE,FALSE,NM,0,1.271247,3.054672,0.291973,"# generated using pymatgen
  data_CIN
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 4.70328687
  _cell_length_b 4.70328687
  _cell_length_c 4.70328721
  _cell_angle_alpha 103.89872142
  _cell_angle_beta 103.89872142
  _cell_angle_gamma 103.89872319
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural CIN
  _chemical_formula_sum 'C1 I1 N1'
  _cell_volume 93.00956890
  _cell_formula_units_Z 1
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  C C0 1 0.65830200 0.65830200 0.65830200 1
  I I1 1 0.00274100 0.00274100 0.00274100 1
  N N2 1 0.45895700 0.45895700 0.45895700 1"
Ca(HO)2,Monoclinic,C2,5,5,0.007467,-2.01408,FALSE,56.39,2.181837,4.2186,FALSE,FALSE,NM,0.000149,1.32129,7.460623,4.815609,"# generated using pymatgen
  data_Ca(HO)2
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 3.63327193
  _cell_length_b 3.63327193
  _cell_length_c 5.01120791
  _cell_angle_alpha 83.70003035
  _cell_angle_beta 83.70003035
  _cell_angle_gamma 59.23961002
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Ca(HO)2
  _chemical_formula_sum 'Ca1 H2 O2'
  _cell_volume 56.39000458
  _cell_formula_units_Z 1
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca Ca0 1 0.05496500 0.94503500 0.00000000 1
  H H1 1 0.85309000 0.56913500 0.58347300 1
  H H2 1 0.43086500 0.14691000 0.41652700 1
  O O3 1 0.74593600 0.63876300 0.76970200 1
  O O4 1 0.36123700 0.25406400 0.23029800 1"
Ca(PIr)2,Trigonal,P3_221,154,15,0,-1.01718,TRUE,268.601,9.022136,0.4943,FALSE,FALSE,NM,0,1.832185,51.41936,17.61282,"# generated using pymatgen
  data_Ca(PIr)2
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 6.62417628
  _cell_length_b 6.62417711
  _cell_length_c 7.06827117
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 119.99999088
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Ca(PIr)2
  _chemical_formula_sum 'Ca3 P6 Ir6'
  _cell_volume 268.60104054
  _cell_formula_units_Z 3
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca Ca0 1 0.39515296 0.39515296 0.50000000 1
  Ca Ca1 1 0.60484704 -0.00000000 0.16666700 1
  Ca Ca2 1 -0.00000000 0.60484704 0.83333300 1
  P P3 1 0.88334816 0.22323909 0.54318924 1
  P P4 1 0.22323909 0.88334816 0.45681076 1
  P P5 1 0.11665184 0.33989193 0.12347776 1
  P P6 1 0.77676091 0.66010807 0.20985524 1
  P P7 1 0.33989193 0.11665184 0.87652224 1
  P P8 1 0.66010807 0.77676091 0.79014476 1
  Ir Ir9 1 0.86367437 0.86367437 0.50000000 1
  Ir Ir10 1 0.13632563 -0.00000000 0.16666700 1
  Ir Ir11 1 0.48618517 0.48618517 -0.00000000 1
  Ir Ir12 1 -0.00000000 0.51381483 0.33333300 1
  Ir Ir13 1 0.51381483 -0.00000000 0.66666700 1
  Ir Ir14 1 -0.00000000 0.13632563 0.83333300 1"
Ca2CoSi2O7,Tetragonal,P-42_1m,113,48,0.018468,-3.06437,FALSE,633.5284,3.22139,3.056,TRUE,FALSE,AFM,1.98E-05,3.946355,193.897,68.10119,"# generated using pymatgen
  data_Ca2CoSi2O7
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 7.90945800
  _cell_length_b 7.90945800
  _cell_length_c 10.12681000
  _cell_angle_alpha 90.00000000
  _cell_angle_beta 90.00000000
  _cell_angle_gamma 90.00000000
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Ca2CoSi2O7
  _chemical_formula_sum 'Ca8 Co4 Si8 O28'
  _cell_volume 633.52843201
  _cell_formula_units_Z 4
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca Ca0 1 0.17007700 0.67007800 0.24971100 1
  Ca Ca1 1 0.17007700 0.67007800 0.74971100 1
  Ca Ca2 1 0.82992200 0.32992200 0.24971100 1
  Ca Ca3 1 0.82992200 0.32992200 0.74971100 1
  Ca Ca4 1 0.67007800 0.82992200 0.25028900 1
  Ca Ca5 1 0.67007800 0.82992200 0.75028900 1
  Ca Ca6 1 0.32992200 0.17007700 0.25028900 1
  Ca Ca7 1 0.32992200 0.17007700 0.75028900 1
  Co Co8 1 0.50000000 0.50000000 0.50000000 1
  Co Co9 1 0.00000000 0.00000000 0.00000000 1
  Co Co10 1 0.50000000 0.50000000 0.00000000 1
  Co Co11 1 0.00000000 0.00000000 0.50000000 1
  Si Si12 1 0.85914000 0.64086000 0.46608300 1
  Si Si13 1 0.85914000 0.64086000 0.96608300 1
  Si Si14 1 0.64086000 0.14085900 0.03391700 1
  Si Si15 1 0.64086000 0.14085900 0.53391700 1
  Si Si16 1 0.35914000 0.85914000 0.03391700 1
  Si Si17 1 0.35914000 0.85914000 0.53391700 1
  Si Si18 1 0.14085900 0.35914000 0.46608300 1
  Si Si19 1 0.14085900 0.35914000 0.96608300 1
  O O20 1 0.50000000 0.00000000 0.09199100 1
  O O21 1 0.50000000 0.00000000 0.59199100 1
  O O22 1 0.00000000 0.50000000 0.40800900 1
  O O23 1 0.00000000 0.50000000 0.90800900 1
  O O24 1 0.85691300 0.64308800 0.12537900 1
  O O25 1 0.85691300 0.64308800 0.62537900 1
  O O26 1 0.64308800 0.14308800 0.37462100 1
  O O27 1 0.64308800 0.14308800 0.87462200 1
  O O28 1 0.35691200 0.85691300 0.37462100 1
  O O29 1 0.35691200 0.85691300 0.87462200 1
  O O30 1 0.14308800 0.35691200 0.12537900 1
  O O31 1 0.14308800 0.35691200 0.62537900 1
  O O32 1 0.68595500 0.58226800 0.38874400 1
  O O33 1 0.68595500 0.58226800 0.88874400 1
  O O34 1 0.31404600 0.41773200 0.38874400 1
  O O35 1 0.31404600 0.41773200 0.88874400 1
  O O36 1 0.41773200 0.68595500 0.11125500 1
  O O37 1 0.41773200 0.68595500 0.61125500 1
  O O38 1 0.58226800 0.31404600 0.11125500 1
  O O39 1 0.58226800 0.31404600 0.61125500 1
  O O40 1 0.91773100 0.81404500 0.38874400 1
  O O41 1 0.91773100 0.81404500 0.88874400 1
  O O42 1 0.81404500 0.08226900 0.11125500 1
  O O43 1 0.81404500 0.08226900 0.61125500 1
  O O44 1 0.18595400 0.91773100 0.11125500 1
  O O45 1 0.18595400 0.91773100 0.61125500 1
  O O46 1 0.08226900 0.18595400 0.38874400 1
  O O47 1 0.08226900 0.18595400 0.88874400 1"
Ca2FeWO6,Trigonal,R3,146,20,0.022345,-2.64758,FALSE,252.2891,5.473992,1.9888,FALSE,FALSE,AFM,0.000118,2.506841,20.6136,16.04752,"# generated using pymatgen
  data_Ca2FeWO6
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 5.64459419
  _cell_length_b 5.61574329
  _cell_length_c 9.69364846
  _cell_angle_alpha 106.06759764
  _cell_angle_beta 105.91568016
  _cell_angle_gamma 60.00246172
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Ca2FeWO6
  _chemical_formula_sum 'Ca4 Fe2 W2 O12'
  _cell_volume 252.28909481
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca Ca0 1 0.40879900 0.39383600 0.13576800 1
  Ca Ca1 1 0.91060600 0.89490000 0.63691400 1
  Ca Ca2 1 0.65453800 0.64014500 0.88451800 1
  Ca Ca3 1 0.15770800 0.13962200 0.38495500 1
  Fe Fe4 1 0.25497600 0.23924900 0.75076200 1
  Fe Fe5 1 0.75645800 0.73769200 0.25123300 1
  W W6 1 0.99699100 0.98183800 0.99932500 1
  W W7 1 0.49835500 0.48214600 0.49847000 1
  O O8 1 0.89217700 0.30728400 0.57054100 1
  O O9 1 0.39078700 0.80432700 0.07063000 1
  O O10 1 0.52546600 0.68076200 0.37265600 1
  O O11 1 0.02334700 0.18002200 0.87454900 1
  O O12 1 0.41520600 0.79061700 0.66031400 1
  O O13 1 0.91465700 0.28547900 0.16107600 1
  O O14 1 0.09606200 0.62949800 0.42785600 1
  O O15 1 0.59551100 0.12610200 0.92707300 1
  O O16 1 0.54578400 0.17207300 0.33318100 1
  O O17 1 0.04623300 0.66720500 0.83365000 1
  O O18 1 0.46017200 0.25663200 0.60777600 1
  O O19 1 0.95689700 0.75553200 0.10910700 1"
Ca2Ga2O5,Orthorhombic,Ima2,46,18,0.033515,-2.61409,FALSE,225.5871,4.410677,0,TRUE,TRUE,NM,0.001125,1.125638,15.45378,11.521,"# generated using pymatgen
  data_Ca2Ga2O5
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 8.33177433
  _cell_length_b 8.33177433
  _cell_length_c 8.33177433
  _cell_angle_alpha 141.95857599
  _cell_angle_beta 140.36649303
  _cell_angle_gamma 56.10271521
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Ca2Ga2O5
  _chemical_formula_sum 'Ca4 Ga4 O10'
  _cell_volume 225.58705770
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca Ca0 1 0.13605100 0.59187600 0.51270100 1
  Ca Ca1 1 0.86394900 0.37665000 0.45582600 1
  Ca Ca2 1 0.57917600 0.09187600 0.45582600 1
  Ca Ca3 1 0.42082400 0.87665000 0.51270100 1
  Ga Ga4 1 0.82053300 0.70358700 0.02412100 1
  Ga Ga5 1 0.17946700 0.20358700 0.88305400 1
  Ga Ga6 1 0.50000000 0.49763300 0.99763300 1
  Ga Ga7 1 0.00000000 0.99763300 0.99763300 1
  O O8 1 0.76015300 0.26123700 0.99125900 1
  O O9 1 0.23984700 0.23110600 0.50108300 1
  O O10 1 0.76997700 0.76123700 0.50108300 1
  O O11 1 0.23002300 0.73110600 0.99125900 1
  O O12 1 0.12631500 0.85359200 0.47990700 1
  O O13 1 0.87368500 0.35359200 0.72727700 1
  O O14 1 0.43144800 0.39194400 0.10692300 1
  O O15 1 0.56855200 0.67547500 0.96049600 1
  O O16 1 0.21497900 0.17547500 0.10692300 1
  O O17 1 0.78502100 0.89194400 0.96049600 1"
Ca2MnWO6,Trigonal,R3,146,20,0.011414,-2.75438,FALSE,258.3667,5.333568,2.6623,FALSE,FALSE,AFM,1.00E-06,2.208092,19.03194,14.4802,"# generated using pymatgen
  data_Ca2MnWO6
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 5.62075850
  _cell_length_b 5.72751211
  _cell_length_c 9.73754029
  _cell_angle_alpha 106.48996845
  _cell_angle_beta 90.02798005
  _cell_angle_gamma 60.64733058
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Ca2MnWO6
  _chemical_formula_sum 'Ca4 Mn2 W2 O12'
  _cell_volume 258.36670505
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca Ca0 1 0.60006600 0.81568100 0.13965600 1
  Ca Ca1 1 0.10024500 0.81517200 0.63950900 1
  Ca Ca2 1 0.35242400 0.31118100 0.88867600 1
  Ca Ca3 1 0.85235800 0.31129200 0.38874800 1
  Mn Mn4 1 0.25753100 0.50078800 0.25371800 1
  Mn Mn5 1 0.75758300 0.50055900 0.75376500 1
  W W6 1 0.51831900 0.97894900 0.50001100 1
  W W7 1 0.01835600 0.97895800 0.00001500 1
  O O8 1 0.69817900 0.19321700 0.56997700 1
  O O9 1 0.19808500 0.19336700 0.06993400 1
  O O10 1 0.37598100 0.71668700 0.43054400 1
  O O11 1 0.87597900 0.71669400 0.93059100 1
  O O12 1 0.31978200 0.19219800 0.37458600 1
  O O13 1 0.81985200 0.19198100 0.87445800 1
  O O14 1 0.21607400 0.19377300 0.66179900 1
  O O15 1 0.71612700 0.19386700 0.16182100 1
  O O16 1 0.82542800 0.71675000 0.33278000 1
  O O17 1 0.32546000 0.71671100 0.83270100 1
  O O18 1 0.74692300 0.71719900 0.60634100 1
  O O19 1 0.24700900 0.71733800 0.10634300 1"
Ca2MnWO6,Triclinic,P1,1,10,0.013014,-2.75278,FALSE,129.0846,5.337649,2.5151,FALSE,FALSE,FM,5.000215,2.445588,20.24147,15.67378,"# generated using pymatgen
  data_Ca2MnWO6
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 5.62731400
  _cell_length_b 5.63497870
  _cell_length_c 5.70403964
  _cell_angle_alpha 60.62993379
  _cell_angle_beta 60.56437263
  _cell_angle_gamma 60.04563031
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Ca2MnWO6
  _chemical_formula_sum 'Ca2 Mn1 W1 O6'
  _cell_volume 129.08458555
  _cell_formula_units_Z 1
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca Ca0 1 0.72482500 0.74408800 0.81106600 1
  Ca Ca1 1 0.22504500 0.24086100 0.30408400 1
  Mn Mn2 1 0.49486400 0.51269900 0.50013500 1
  W W3 1 0.00291100 0.01837800 0.97945200 1
  O O4 1 0.67492800 0.26148100 0.19973500 1
  O O5 1 0.33973200 0.81373600 0.71072700 1
  O O6 1 0.86379700 0.69333300 0.18816800 1
  O O7 1 0.25037000 0.86970400 0.19958300 1
  O O8 1 0.79335700 0.16121700 0.71280900 1
  O O9 1 0.14109300 0.35336900 0.73042200 1"
Ca2TaWO6,Trigonal,R3,146,10,0.101126,-3.00313,FALSE,130.2018,6.898926,2.2589,FALSE,FALSE,FM,3.000097,2.674938,21.64473,16.76875,"# generated using pymatgen
  data_Ca2TaWO6
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 5.70948664
  _cell_length_b 5.70948664
  _cell_length_c 5.70948699
  _cell_angle_alpha 59.53070442
  _cell_angle_beta 59.53070442
  _cell_angle_gamma 59.53071362
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Ca2TaWO6
  _chemical_formula_sum 'Ca2 Ta1 W1 O6'
  _cell_volume 130.20179193
  _cell_formula_units_Z 1
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca Ca0 1 0.23144300 0.23144300 0.23144300 1
  Ca Ca1 1 0.72826500 0.72826500 0.72826500 1
  Ta Ta2 1 0.49931700 0.49931700 0.49931700 1
  W W3 1 0.99970000 0.99970000 0.99970000 1
  O O4 1 0.35325000 0.17078000 0.73817000 1
  O O5 1 0.64812200 0.83354500 0.28514000 1
  O O6 1 0.83354500 0.28514000 0.64812200 1
  O O7 1 0.28514000 0.64812200 0.83354500 1
  O O8 1 0.73817000 0.35325000 0.17078000 1
  O O9 1 0.17078000 0.73817000 0.35325000 1"
Ca2YSnO5,Triclinic,P1,1,18,0.18164,-2.96513,FALSE,278.6254,4.383624,2.4941,FALSE,FALSE,NM,0.000916,2.840305,19.4333,14.993,"# generated using pymatgen
  data_Ca2YSnO5
  _symmetry_space_group_name_H-M 'P 1'
  _cell_length_a 5.97216400
  _cell_length_b 6.04101985
  _cell_length_c 8.72158981
  _cell_angle_alpha 109.78557973
  _cell_angle_beta 108.77942377
  _cell_angle_gamma 89.36001362
  _symmetry_Int_Tables_number 1
  _chemical_formula_structural Ca2YSnO5
  _chemical_formula_sum 'Ca4 Y2 Sn2 O10'
  _cell_volume 278.62541209
  _cell_formula_units_Z 2
  loop_
  _symmetry_equiv_pos_site_id
  _symmetry_equiv_pos_as_xyz
  1 'x, y, z'
  loop_
  _atom_site_type_symbol
  _atom_site_label
  _atom_site_symmetry_multiplicity
  _atom_site_fract_x
  _atom_site_fract_y
  _atom_site_fract_z
  _atom_site_occupancy
  Ca Ca0 1 0.37197900 0.81871100 0.74728500 1
  Ca Ca1 1 0.12701400 0.55128000 0.24558300 1
  Ca Ca2 1 0.63778100 0.08910300 0.23899000 1
  Ca Ca3 1 0.86320300 0.31826800 0.75278600 1
  Y Y4 1 0.72295000 0.63907200 0.45602200 1
  Y Y5 1 0.27980900 0.19214000 0.53418800 1
  Sn Sn6 1 0.50634600 0.51854300 0.99876800 1
  Sn Sn7 1 0.98973000 0.96639600 0.97014300 1
  O O8 1 0.58819100 0.32468000 0.50402700 1
  O O9 1 0.38803400 0.81945300 0.48636300 1
  O O10 1 0.22346400 0.45833600 0.76095700 1
  O O11 1 0.78978200 0.73659900 0.24497200 1
  O O12 1 0.97934900 0.91731600 0.70385500 1
  O O13 1 0.98998400 0.34909500 0.38489500 1
  O O14 1 0.30622100 0.81305800 0.06550000 1
  O O15 1 0.72413000 0.67943000 0.89289800 1
  O O16 1 0.58227200 0.19601000 0.84872700 1
  O O17 1 0.43651300 0.38680500 0.16763300 1"
